Date,SJ01,SJ02,SJ03,SJ04,SJ05,SJ06,SJ07,SJ08,SJ09,SJ10,SJ11,SJ12,SJ13,SJ14,SJ15,SJ16,SJ17,SJ18,SJ19,SJ20,SJ21,SJ22,SJ23,SJ24,SJ25,SJ26,SJ27,SJ28,SJ29,SJ30
12/13/2002,448.08,433.61,347.43,300.93,277.95,268.11,300.95,420.68,645.82,711.75,755.64,798.86,820.37,847.87,844.78,842.63,844.21,847.96,850.87,849.54,846.88,839.02,838.16,837.16,837.34,838.06,838.51,838.90,839.14,839.66
12/14/2002,437.59,441.39,363.70,309.71,286.97,274.74,280.23,373.21,612.35,697.74,751.73,794.23,811.40,846.73,846.03,844.80,845.68,847.66,846.37,844.12,841.97,840.73,841.35,843.14,844.91,848.99,851.40,850.88,852.01,854.41
12/15/2002,439.48,435.31,352.63,302.82,287.15,278.88,291.21,386.28,615.47,701.18,753.88,797.59,815.79,848.03,846.99,845.94,846.37,846.91,846.13,846.55,848.96,857.70,859.12,861.87,863.76,867.34,869.69,869.43,870.75,873.50
12/16/2002,425.57,436.60,384.03,318.57,295.26,285.86,286.61,334.64,554.11,661.68,746.64,788.23,803.43,840.37,845.25,847.81,848.08,848.26,852.32,855.11,858.48,876.33,882.96,887.16,887.63,883.19,878.88,858.88,854.28,849.13
12/17/2002,446.85,413.05,325.69,295.96,285.97,285.44,327.49,440.32,658.02,723.79,769.60,819.61,842.84,863.51,861.62,865.00,873.91,884.53,891.04,887.99,881.19,865.99,863.79,859.65,855.32,849.90,848.22,832.36,829.02,826.51
12/18/2002,409.00,390.14,324.82,302.83,293.31,298.04,407.53,562.19,735.30,758.77,805.66,864.48,878.20,904.74,904.47,897.78,884.61,873.38,861.11,855.84,848.86,839.33,838.43,836.62,833.56,829.96,828.76,814.55,811.87,810.06
12/19/2002,377.40,378.65,341.85,319.95,307.41,318.06,435.15,595.36,761.90,782.01,838.13,887.36,906.33,903.10,891.82,878.57,864.87,854.76,841.11,836.84,830.76,817.67,814.69,806.74,793.66,779.98,773.71,753.05,745.82,735.49
12/20/2002,357.99,375.99,345.72,331.79,321.11,326.96,454.07,644.33,793.99,806.83,865.32,911.55,923.29,899.37,883.93,870.00,854.78,835.78,790.45,772.56,755.69,737.26,733.15,721.67,705.71,688.96,680.91,642.59,631.11,616.62
12/21/2002,354.71,368.66,346.60,343.28,339.62,374.49,569.82,747.42,828.10,848.95,905.98,927.96,912.51,853.65,819.01,784.98,749.11,713.96,665.94,654.73,641.99,627.84,628.20,630.15,630.90,630.44,631.59,620.55,620.24,624.09
12/22/2002,341.93,360.48,350.96,354.08,378.07,459.43,670.23,801.50,866.73,894.62,932.26,889.55,833.49,713.10,683.17,662.24,655.96,656.06,654.12,653.89,650.65,652.05,653.74,657.10,659.08,660.89,663.21,654.99,655.56,659.04
12/23/2002,323.96,354.47,350.07,356.70,402.32,494.23,705.48,831.46,902.99,926.99,910.04,782.71,726.05,690.26,680.56,676.98,681.60,686.11,685.36,684.83,680.98,665.86,661.92,654.30,647.53,637.49,632.10,614.03,607.88,599.00
12/24/2002,314.25,348.72,343.87,355.80,414.89,517.08,733.72,865.61,931.81,939.10,833.80,727.71,716.54,713.92,704.87,689.61,661.41,637.75,618.33,612.81,607.51,605.46,605.97,607.00,607.12,606.49,607.30,595.03,593.67,594.89
12/25/2002,301.06,339.67,338.44,352.46,421.66,528.72,750.23,892.99,941.33,919.04,758.86,730.16,727.38,652.08,634.34,623.23,617.77,617.19,616.23,614.34,610.56,608.01,608.43,609.34,610.17,611.59,612.33,613.71,615.16,618.25
12/26/2002,271.60,320.39,326.70,334.66,393.74,480.92,703.22,888.91,934.08,887.42,741.37,721.53,692.57,629.58,624.71,621.78,617.34,614.65,618.33,620.12,621.06,628.07,629.64,632.50,635.64,640.15,642.81,645.56,647.69,651.86
12/27/2002,255.01,306.60,310.56,316.90,360.07,425.05,659.58,866.13,922.05,859.40,736.88,699.98,668.13,624.45,620.62,619.77,621.55,626.37,640.72,645.96,651.27,663.54,665.64,669.89,674.93,682.22,686.35,690.49,693.73,699.47
12/28/2002,241.70,288.19,301.12,300.98,335.39,387.82,593.25,814.10,909.79,842.50,733.99,680.97,653.86,623.91,626.70,633.57,643.27,653.79,675.26,682.99,691.88,712.63,715.12,720.53,727.95,739.54,745.41,751.00,755.38,763.01
12/29/2002,240.06,280.18,290.17,286.66,321.94,375.22,568.96,801.16,892.74,822.65,725.05,666.09,646.60,639.65,648.61,660.61,676.22,692.40,720.03,731.17,743.31,776.84,778.94,783.01,788.07,796.21,800.67,804.88,807.81,813.69
12/30/2002,253.59,280.39,281.05,276.92,316.68,382.89,609.10,811.77,858.03,787.44,706.40,651.72,647.41,678.93,695.25,714.61,737.71,760.03,785.13,793.17,802.92,823.11,824.05,825.90,828.23,831.98,833.86,835.69,837.09,839.51
12/31/2002,237.03,268.49,273.55,267.54,290.45,346.11,520.52,746.06,852.09,791.89,704.84,660.61,668.24,726.55,744.48,761.89,780.37,797.40,822.10,828.73,833.92,846.70,847.83,849.99,852.29,855.54,857.50,854.11,854.45,856.30
1/1/2003,250.22,270.61,270.98,274.65,306.67,388.00,615.29,795.12,819.69,767.23,683.83,701.12,739.93,821.09,831.50,842.07,853.19,861.79,867.06,867.94,867.86,870.69,871.87,874.48,877.49,880.42,882.71,872.12,871.90,873.99
1/2/2003,240.94,267.19,276.50,286.76,322.11,409.52,629.84,795.00,809.22,762.36,689.63,765.44,817.87,892.26,895.65,895.44,893.98,893.37,892.97,893.68,893.13,891.98,892.03,891.87,890.90,889.21,889.07,877.46,875.94,875.74
1/3/2003,231.04,263.04,279.61,294.49,331.72,412.66,623.96,785.98,807.60,756.58,713.92,829.73,879.92,931.81,928.13,922.79,917.33,912.57,906.14,903.82,898.99,889.87,889.68,889.05,887.55,885.35,884.91,872.67,870.83,870.08
1/4/2003,220.19,257.68,276.30,290.84,326.54,393.10,594.46,777.76,810.48,754.34,747.66,873.40,918.17,959.44,951.43,941.80,933.53,924.14,907.61,902.59,895.45,883.51,882.81,880.01,875.63,870.65,868.54,853.68,850.39,847.28
1/5/2003,209.96,249.78,267.73,279.68,316.90,375.74,553.52,756.31,806.40,748.65,779.91,906.65,944.09,961.60,951.95,941.83,929.92,915.97,889.60,880.56,871.73,852.86,851.31,847.77,844.49,840.96,838.79,833.28,832.04,830.30
1/6/2003,196.89,238.95,252.79,258.13,292.21,337.50,493.86,718.40,800.05,747.20,798.06,917.86,944.69,953.53,942.40,929.04,912.69,894.43,860.95,850.28,841.41,832.35,832.68,834.68,836.63,838.66,840.15,838.82,839.86,841.95
1/7/2003,184.72,226.44,236.01,236.06,266.63,304.05,442.03,681.91,792.50,747.32,813.93,923.02,943.27,944.83,930.72,913.76,893.35,873.71,849.34,845.55,844.51,848.59,849.78,852.73,855.06,857.80,859.76,858.87,860.09,862.86
1/8/2003,173.22,213.31,220.97,217.49,241.73,272.53,392.60,647.92,784.68,748.87,825.33,926.23,941.49,935.80,918.51,899.30,878.68,862.98,853.76,856.15,861.01,870.83,873.08,878.39,882.81,888.65,892.79,894.91,897.52,903.45
1/9/2003,165.40,201.96,208.50,203.74,222.39,246.99,358.42,622.01,773.87,751.04,836.54,927.17,939.52,922.81,903.66,884.51,868.32,860.38,869.44,879.69,893.20,914.37,916.96,921.97,926.30,932.67,937.02,940.10,942.86,949.00
1/10/2003,158.21,188.37,197.86,193.50,205.25,223.47,298.59,568.42,764.52,754.32,839.49,924.53,935.72,914.51,895.87,878.95,867.72,866.80,889.73,907.16,926.19,959.31,962.25,968.26,973.94,982.94,988.93,995.39,999.17,1007.39
1/11/2003,159.18,179.87,188.77,186.78,195.28,208.43,279.14,552.07,755.72,756.97,846.43,923.11,932.76,905.62,889.17,876.86,873.08,881.49,925.04,945.77,971.36,1018.75,1021.24,1024.66,1027.50,1032.19,1035.18,1035.53,1037.06,1040.62
1/12/2003,162.33,172.96,183.12,184.30,187.41,196.95,250.95,501.87,745.67,758.58,850.04,921.03,928.56,899.54,886.84,880.93,887.58,908.93,974.87,995.08,1013.37,1048.57,1049.59,1051.16,1052.76,1055.50,1057.16,1055.40,1056.17,1058.19
1/13/2003,166.71,170.74,180.07,183.57,185.45,190.52,243.55,465.46,734.85,760.73,854.63,920.37,924.73,897.48,890.15,893.72,913.53,947.41,1013.09,1029.08,1041.77,1059.36,1058.08,1054.97,1051.10,1045.23,1041.99,1041.43,1039.25,1035.69
1/14/2003,169.76,170.78,178.15,183.50,186.15,188.27,233.10,425.65,721.69,761.30,858.73,918.56,920.63,899.40,901.88,918.44,950.98,987.53,1033.13,1040.61,1043.19,1029.76,1029.45,1028.48,1026.74,1023.83,1022.40,1017.25,1015.66,1013.28
1/15/2003,171.62,172.31,178.31,184.95,188.21,189.47,232.51,416.39,714.71,765.29,867.62,917.09,916.65,913.38,929.72,958.46,994.53,1019.61,1031.50,1029.86,1025.52,1011.08,1009.11,1003.89,995.96,983.53,977.54,968.33,963.67,956.07
1/16/2003,170.23,173.47,180.37,187.48,190.59,191.49,244.16,427.46,722.47,774.93,883.85,914.97,913.91,965.31,994.42,1016.35,1024.79,1022.26,1008.59,999.27,985.47,947.84,945.45,938.68,927.39,910.14,902.13,888.86,882.87,871.90
1/17/2003,164.86,173.04,181.31,188.49,192.30,193.89,241.21,407.95,716.49,779.70,889.54,914.10,921.87,999.71,1015.19,1019.42,1011.16,992.68,956.54,941.74,922.25,862.82,860.74,857.26,852.47,845.52,842.29,835.81,833.69,829.52
1/18/2003,162.01,172.64,181.45,188.07,193.08,195.92,244.12,417.19,720.82,789.97,897.43,918.44,939.88,1012.08,1010.35,996.12,967.63,930.54,876.88,864.39,852.81,828.53,828.45,831.87,841.47,854.21,860.17,864.59,868.62,877.52
1/19/2003,159.25,171.85,179.97,185.12,191.89,196.75,253.45,434.35,729.17,804.52,903.81,930.96,961.38,996.39,974.13,940.12,901.07,868.68,837.71,838.87,849.44,888.19,890.43,895.20,903.10,911.48,915.70,919.20,922.12,928.54
1/20/2003,155.16,169.76,176.34,179.86,188.47,196.04,259.65,435.04,733.17,816.58,907.57,946.35,972.99,953.89,919.53,884.80,861.13,860.11,883.57,894.33,907.85,935.71,937.18,939.16,940.40,941.41,941.97,941.17,941.49,942.28
1/21/2003,151.90,167.42,172.24,174.23,183.60,193.39,257.68,437.88,738.69,829.41,911.88,956.63,971.33,912.19,886.34,872.72,875.80,890.68,921.41,930.30,936.61,943.63,944.15,947.19,951.59,955.61,958.12,961.99,964.02,968.15
1/22/2003,149.07,163.80,167.32,167.63,176.78,187.01,248.79,427.19,732.20,834.74,914.99,956.14,961.21,904.56,887.06,881.92,890.13,904.86,931.29,940.19,949.93,973.49,975.03,978.38,980.77,983.00,984.67,982.38,983.06,984.84
1/23/2003,147.01,160.19,162.96,162.33,169.83,178.44,230.07,408.31,710.05,832.90,915.90,952.85,955.64,911.36,895.73,889.95,895.82,908.51,940.31,953.72,968.97,991.45,992.63,995.84,998.35,1001.27,1003.51,1001.28,1002.52,1005.64
1/24/2003,146.31,157.01,160.51,159.90,165.03,171.70,219.56,400.05,694.42,829.91,917.48,949.74,951.11,914.28,902.40,898.64,904.84,917.97,952.84,969.59,987.87,1013.94,1015.83,1019.79,1022.93,1027.42,1030.75,1031.42,1033.54,1038.35
1/25/2003,146.42,155.03,158.59,159.49,161.86,166.43,205.30,389.92,682.91,823.39,918.68,946.75,947.73,916.63,908.69,908.16,916.92,933.07,978.25,996.51,1015.69,1045.55,1046.00,1045.12,1043.38,1040.44,1038.39,1033.58,1032.20,1029.60
1/26/2003,147.29,153.49,158.07,160.33,161.05,163.68,198.47,370.94,674.19,818.06,920.23,944.51,943.79,918.87,916.43,922.08,938.60,962.75,1009.50,1023.12,1031.46,1030.52,1030.11,1030.06,1030.29,1030.70,1031.07,1027.89,1027.91,1028.30
1/27/2003,147.97,151.96,157.59,161.00,162.00,162.75,181.55,312.07,629.84,787.67,916.90,941.72,942.71,926.08,925.26,932.24,949.45,972.81,1008.00,1016.46,1023.59,1032.52,1032.79,1033.21,1033.64,1034.42,1035.03,1031.85,1032.00,1032.64
1/28/2003,149.52,151.99,157.49,161.99,163.48,163.75,179.52,279.85,598.95,764.99,913.68,939.45,941.36,932.79,932.50,938.72,954.57,975.02,1009.75,1019.21,1026.77,1036.96,1037.20,1037.46,1037.80,1038.58,1039.10,1036.51,1036.68,1037.31
1/29/2003,148.06,152.06,158.32,163.48,165.25,165.11,182.54,283.94,599.73,767.46,915.39,938.56,940.06,937.83,942.26,953.36,972.17,992.67,1021.03,1027.76,1033.23,1041.29,1041.64,1042.29,1043.16,1044.42,1045.10,1043.51,1043.94,1044.94
1/30/2003,146.47,151.39,157.99,163.68,166.61,166.82,184.99,290.42,599.46,770.98,917.14,937.71,939.17,944.82,952.84,966.83,986.86,1006.29,1030.68,1036.29,1041.03,1046.55,1045.50,1042.55,1038.06,1033.10,1030.32,1026.07,1023.84,1020.15
1/31/2003,145.15,150.44,156.93,162.51,166.57,167.94,187.56,294.14,600.96,775.43,918.87,936.92,938.84,955.25,967.43,983.94,1003.26,1019.96,1036.38,1035.90,1031.49,1013.03,1009.82,999.22,981.70,961.90,951.41,938.56,931.01,914.86
2/1/2003,144.48,149.34,155.44,160.55,164.96,167.55,186.31,278.18,576.90,754.43,916.07,935.94,938.47,960.07,971.95,986.79,1003.64,1016.42,1019.31,1011.11,989.65,897.26,895.28,893.53,892.11,890.48,889.72,886.35,885.65,884.41
2/2/2003,145.67,150.21,156.05,161.08,164.95,167.22,191.45,301.16,592.42,774.84,919.06,935.58,939.24,966.34,978.05,991.96,1006.49,1009.14,959.61,933.48,911.67,887.20,888.78,896.69,910.17,923.36,930.92,937.26,942.73,954.68
2/3/2003,146.33,150.86,156.67,162.08,165.44,167.06,195.46,311.57,601.58,788.14,920.83,935.36,941.13,975.18,986.89,997.46,1000.30,986.70,938.65,927.16,928.29,970.41,972.85,976.63,979.33,981.80,983.38,983.10,984.15,986.64
2/4/2003,146.37,150.91,157.27,163.29,166.28,167.49,194.31,303.97,595.43,782.31,920.36,935.11,941.71,979.53,989.03,994.23,989.89,975.72,957.94,960.08,968.71,991.36,991.36,990.10,988.40,986.63,985.49,982.51,981.65,979.98
2/5/2003,147.48,151.92,159.19,166.05,168.71,168.35,196.86,329.90,616.88,806.45,923.39,936.02,945.75,986.86,991.75,990.08,979.87,968.59,969.92,975.12,979.94,979.95,979.56,978.90,978.45,977.92,977.61,975.44,975.12,974.63
2/6/2003,148.43,152.24,160.41,168.16,171.01,170.34,192.41,334.85,618.15,810.72,924.10,937.30,949.03,989.15,988.99,983.32,975.05,971.25,975.04,976.72,977.28,976.51,976.97,978.37,979.54,981.06,982.19,981.77,982.44,984.10
2/7/2003,149.44,152.85,162.05,170.80,173.66,172.23,195.43,359.44,644.60,829.21,926.33,940.24,957.79,988.27,983.62,977.62,974.15,974.34,978.07,980.54,983.20,987.32,987.21,986.64,986.03,985.18,984.59,982.81,982.38,981.60
2/8/2003,150.86,153.32,162.98,172.51,175.68,174.77,190.36,368.11,661.43,834.79,927.46,943.77,965.21,985.11,980.38,976.86,976.14,977.88,982.29,983.44,983.90,981.40,980.91,980.02,979.09,977.68,976.67,974.12,973.41,972.04
2/9/2003,152.85,154.61,164.74,174.74,177.58,177.04,203.37,383.98,694.62,850.01,929.52,951.06,972.16,982.69,979.42,978.24,979.45,981.22,981.14,980.41,978.45,969.98,968.86,966.71,964.27,960.48,957.77,953.57,951.87,948.37
2/10/2003,155.49,155.59,164.67,174.71,179.78,179.50,206.26,369.23,696.64,852.32,930.62,954.42,972.38,983.03,980.89,980.59,981.27,980.71,972.78,969.91,966.37,945.39,945.02,944.60,944.14,943.38,942.89,940.44,940.03,939.38
2/11/2003,158.77,157.63,163.31,173.33,178.85,181.29,200.40,311.14,652.70,819.85,928.23,952.07,964.73,984.00,983.86,982.89,981.70,979.06,967.13,961.37,955.59,941.58,942.18,943.72,945.68,949.04,951.41,952.03,953.28,956.11
2/12/2003,161.50,160.49,164.88,174.00,179.26,181.90,199.60,294.00,628.83,803.04,926.84,951.44,962.31,984.23,984.76,983.73,981.72,977.49,963.77,958.28,953.78,959.90,959.74,959.12,958.64,958.29,958.09,961.25,961.28,961.51
2/13/2003,165.42,164.27,167.66,175.99,180.05,182.46,197.45,277.01,597.25,774.86,924.55,949.91,959.48,983.31,985.13,984.63,982.02,977.88,969.29,966.48,963.86,962.15,963.45,966.12,968.67,972.55,974.85,971.40,972.05,973.97
2/14/2003,168.98,167.79,172.97,181.56,184.54,184.87,205.85,303.76,621.96,797.25,928.51,954.35,965.15,987.73,986.54,983.47,979.30,974.88,970.98,971.60,973.83,981.85,982.08,982.26,982.25,982.30,982.43,977.47,977.25,977.36
2/15/2003,171.52,171.58,179.29,188.76,189.43,188.05,225.76,359.73,692.64,846.18,936.98,965.06,977.82,985.59,981.10,977.01,976.13,978.42,982.20,982.77,982.94,982.62,982.37,981.37,979.12,975.63,974.18,967.99,966.76,964.67
2/16/2003,173.51,175.73,185.71,197.11,195.79,192.77,239.62,392.91,734.76,870.29,943.49,973.26,982.99,983.27,980.77,980.52,981.83,982.75,982.60,981.51,978.42,966.68,965.43,962.06,956.57,949.72,946.32,939.07,936.40,931.51
2/17/2003,174.33,179.56,193.38,207.83,205.88,200.21,259.39,442.54,776.57,892.13,950.89,978.64,985.12,985.14,984.04,983.75,983.57,981.47,970.53,963.88,953.56,930.35,930.36,932.78,937.02,941.14,943.65,943.80,945.49,949.47
2/18/2003,172.57,182.20,199.50,216.38,216.34,208.86,265.01,463.80,790.63,901.80,956.21,980.32,985.60,988.67,986.92,984.92,981.34,973.97,952.16,947.28,947.12,957.52,958.03,958.38,958.41,958.39,958.46,955.35,955.21,955.21
2/19/2003,169.22,183.20,202.41,220.24,224.59,218.51,264.88,465.68,790.26,906.74,959.95,980.22,985.74,991.00,987.54,982.33,973.85,964.09,955.37,955.76,957.17,957.38,956.44,952.79,949.24,945.66,943.31,938.66,936.94,933.43
2/20/2003,168.15,184.68,204.82,221.55,228.64,224.93,278.62,496.01,804.82,917.69,964.48,981.17,987.43,989.21,982.36,973.98,965.33,959.65,953.08,948.71,942.85,932.42,932.27,932.72,933.30,933.96,934.50,931.78,931.93,932.59
2/21/2003,166.51,183.98,203.73,218.07,228.20,228.79,290.91,509.78,812.76,922.51,968.05,982.17,988.40,984.67,975.96,967.70,960.85,955.10,944.13,940.93,938.21,936.76,936.70,936.45,936.15,935.70,935.46,932.11,931.79,931.49
2/22/2003,162.82,179.43,198.72,210.43,223.36,228.82,282.86,493.82,804.90,917.73,969.45,981.90,988.32,981.14,972.31,964.06,956.39,949.96,940.83,938.45,936.40,932.56,931.53,929.49,927.41,924.41,922.19,917.03,915.41,912.65
2/23/2003,159.47,172.72,191.43,202.09,213.83,223.16,257.03,456.06,782.65,903.34,969.12,981.74,987.04,981.45,973.06,964.44,956.05,949.19,936.51,932.68,927.29,912.43,912.42,912.71,913.06,913.59,914.09,911.56,911.68,912.28
2/24/2003,160.19,166.97,182.64,193.43,203.25,213.19,245.49,386.88,732.43,871.54,965.96,980.06,984.21,985.48,979.10,970.75,961.65,952.95,937.42,930.57,923.78,914.63,914.12,912.68,911.12,908.80,907.03,904.80,903.90,902.15
2/25/2003,160.94,164.96,177.08,187.24,196.87,205.53,245.80,369.04,715.17,859.58,965.33,979.71,983.37,985.94,979.64,971.14,961.26,951.09,930.81,923.64,917.26,901.39,901.78,903.29,905.61,909.81,912.91,917.97,919.72,923.49
2/26/2003,160.01,165.41,175.22,184.08,193.73,202.15,247.04,389.04,728.55,872.78,967.55,980.64,983.95,981.24,972.45,961.56,949.78,937.98,916.65,911.61,910.05,928.11,929.22,931.44,934.02,938.65,941.27,943.53,944.89,947.89
2/27/2003,159.60,166.84,175.97,184.47,193.34,202.42,262.58,431.79,775.54,907.07,972.22,982.85,985.22,963.11,950.04,935.91,924.66,922.65,929.81,932.81,937.23,952.08,952.45,952.95,953.48,954.30,954.73,955.15,955.36,955.95
2/28/2003,160.88,168.51,177.86,186.44,193.87,202.96,291.25,494.88,836.69,936.20,976.85,983.19,977.78,936.17,928.45,927.64,933.59,942.78,952.38,954.08,955.43,958.61,958.09,956.18,952.83,948.16,945.96,936.98,934.59,930.66
3/1/2003,159.81,168.27,177.47,186.08,193.29,200.49,287.22,503.93,846.81,942.82,978.74,978.68,969.05,934.70,934.35,939.23,946.48,952.29,958.25,956.55,950.37,932.16,932.00,932.34,933.00,933.72,934.24,929.64,929.86,930.73
3/2/2003,158.80,167.50,177.09,185.53,192.42,198.08,279.13,511.18,849.88,947.63,980.07,972.51,961.54,939.38,942.23,947.53,952.96,954.31,943.22,938.91,936.68,938.64,939.30,941.14,943.29,945.28,946.72,943.18,944.07,946.05
3/3/2003,158.00,165.83,175.91,184.27,191.08,195.70,263.09,492.92,840.10,947.43,980.52,967.16,957.52,945.30,948.29,951.39,951.49,947.61,942.18,943.54,947.05,955.18,956.23,959.06,961.76,964.32,966.23,964.93,966.36,969.13
3/4/2003,158.30,164.73,174.87,183.49,190.06,193.77,255.60,482.50,831.34,949.17,980.36,962.81,955.42,949.78,950.90,950.39,947.76,945.77,952.93,959.54,967.33,977.16,977.50,978.13,978.61,979.06,979.47,976.86,977.04,977.60
3/5/2003,159.54,164.78,174.64,183.74,190.02,192.79,260.77,509.48,839.80,956.85,979.38,957.58,953.47,951.74,950.24,948.68,949.70,955.09,970.58,975.69,979.41,979.55,977.79,973.35,969.59,965.35,962.23,955.77,953.18,948.97
3/6/2003,161.02,165.01,174.61,184.13,190.31,192.44,267.56,530.99,853.99,963.36,976.73,953.70,953.21,951.75,951.65,955.26,963.04,970.59,970.72,964.80,956.61,946.58,946.41,946.40,946.43,946.41,946.50,943.27,943.19,943.32
3/7/2003,162.56,165.20,174.51,184.38,190.78,192.38,265.84,544.87,864.02,967.40,973.13,952.16,953.77,956.55,960.76,966.45,969.29,965.62,953.10,949.84,947.78,952.78,955.23,959.77,963.91,969.33,973.58,975.05,978.12,983.66
3/8/2003,163.87,165.93,175.16,185.63,191.54,192.69,279.60,572.91,887.55,971.65,967.61,952.07,955.83,964.80,965.29,963.10,958.83,958.23,965.73,971.41,980.65,996.11,996.53,997.19,997.72,998.46,999.11,997.32,997.66,998.55
3/9/2003,165.42,167.04,176.81,187.67,192.62,193.68,307.79,605.02,921.63,976.70,960.48,955.31,962.25,963.95,964.98,967.43,975.06,986.03,997.09,998.56,1000.16,1003.54,1003.82,1004.46,1005.07,1005.94,1006.68,1005.50,1005.94,1006.99
3/10/2003,167.30,168.29,177.59,188.57,193.80,195.40,316.12,609.70,937.75,977.10,956.51,959.33,964.40,975.82,984.45,993.10,999.10,1002.50,1004.81,1005.43,1006.60,1010.01,1009.92,1009.68,1009.40,1008.94,1008.65,1006.41,1006.10,1005.70
3/11/2003,168.94,169.67,177.74,189.19,194.15,198.87,320.80,601.35,941.52,975.35,955.76,963.43,971.84,996.24,1001.22,1003.99,1005.77,1007.79,1009.74,1009.73,1009.26,1007.48,1007.49,1007.53,1007.53,1007.48,1007.50,1005.28,1005.17,1005.17
3/12/2003,169.52,171.05,178.33,189.87,195.05,201.65,312.72,583.69,942.01,972.74,956.39,968.22,978.87,1005.22,1007.32,1008.93,1009.65,1009.21,1007.88,1007.26,1006.23,1003.19,1002.07,999.39,996.26,991.35,988.19,982.76,980.36,976.10
3/13/2003,170.19,171.66,178.40,189.22,195.43,200.25,279.76,528.97,927.49,968.34,957.48,971.46,984.29,1008.91,1010.03,1009.80,1008.91,1006.99,1002.22,999.19,994.15,972.61,972.44,972.13,971.73,971.06,970.72,967.93,967.55,967.11
3/14/2003,171.59,172.88,179.79,189.68,195.77,200.93,264.30,489.89,909.73,965.38,958.62,975.93,988.36,1010.65,1010.06,1008.12,1004.95,998.87,981.72,976.48,972.85,969.42,969.52,969.79,970.12,970.57,970.87,968.99,969.11,969.55
3/15/2003,173.48,174.71,181.68,191.72,197.48,202.06,265.03,491.06,906.37,963.96,961.36,983.16,995.53,1010.28,1006.66,999.48,989.22,980.16,971.14,969.93,969.51,967.94,967.30,965.98,964.33,962.36,961.29,965.29,964.77,963.90
3/16/2003,176.19,177.88,187.42,199.72,202.66,205.77,321.23,592.86,936.67,965.51,968.67,997.89,1007.65,994.40,984.10,976.07,970.82,967.34,963.20,962.72,962.83,968.64,970.67,975.97,981.93,987.84,991.62,991.09,993.35,998.17
3/17/2003,180.67,182.58,195.91,211.60,210.40,214.09,404.01,719.43,954.01,966.81,983.92,1007.05,1002.71,976.52,970.43,968.30,971.70,980.16,998.20,1001.74,1001.89,992.73,988.94,979.54,970.55,960.96,954.43,950.85,945.86,936.31
3/18/2003,185.88,189.07,208.49,229.35,223.62,234.13,513.21,819.72,958.26,974.93,1003.21,998.03,990.31,990.82,996.90,999.43,990.54,971.72,935.34,927.87,924.25,921.57,920.68,918.83,917.46,915.70,914.59,905.95,904.08,901.07
3/19/2003,188.85,194.76,217.70,243.36,240.31,246.12,501.95,817.33,956.41,986.01,1009.78,994.69,999.69,996.12,974.15,950.89,934.79,926.52,914.45,910.05,906.72,909.49,911.40,915.32,918.20,921.88,924.66,922.44,924.45,928.98
3/20/2003,188.85,199.28,226.25,254.72,254.71,254.37,492.34,810.87,965.54,997.57,1007.72,1003.37,1008.42,953.89,936.66,925.34,919.55,919.71,927.74,932.65,936.65,934.52,933.10,930.24,927.72,924.38,921.97,918.55,916.82,913.70
3/21/2003,185.89,202.45,232.79,262.18,265.10,267.71,505.78,814.84,979.88,1009.29,1004.81,1003.16,986.31,933.49,928.63,930.23,933.96,933.51,925.22,920.74,916.17,920.98,923.77,929.38,934.04,940.60,945.68,946.26,949.61,956.51
3/22/2003,181.76,199.50,230.79,259.23,270.65,274.99,469.66,767.91,982.51,1012.76,1005.59,989.91,968.59,938.07,935.84,932.35,927.41,926.41,936.61,944.13,954.08,972.89,973.80,975.44,976.88,978.98,980.64,979.09,980.20,982.45
3/23/2003,179.80,195.21,224.88,249.95,269.83,276.96,417.21,712.54,979.03,1011.15,1005.36,977.35,959.53,934.77,932.17,932.79,938.45,949.58,969.61,974.75,980.04,995.03,996.54,999.84,1003.11,1008.23,1011.97,1015.04,1017.85,1023.32
3/24/2003,179.33,193.01,219.37,241.13,262.61,277.21,408.12,700.92,980.86,1012.07,1001.75,965.23,951.26,940.05,944.52,953.72,967.56,982.19,997.72,1001.41,1008.13,1030.76,1030.78,1030.64,1030.61,1030.69,1030.76,1033.07,1033.26,1033.63
3/25/2003,180.85,192.32,214.83,234.45,255.61,274.32,416.85,706.81,984.82,1013.10,994.60,954.36,948.16,962.97,976.24,989.14,1001.22,1013.98,1029.48,1030.81,1030.64,1029.13,1028.11,1025.47,1022.16,1016.89,1013.39,1006.62,1003.58,998.59
3/26/2003,181.95,190.14,207.85,225.44,245.09,262.89,385.10,668.69,977.49,1010.46,989.44,951.01,951.60,987.05,1000.41,1013.70,1024.54,1028.66,1028.60,1026.48,1020.92,991.28,990.30,988.30,986.00,982.41,980.25,975.94,974.23,971.55
3/27/2003,183.73,190.54,205.87,221.80,238.71,255.21,380.77,674.25,973.60,1010.11,980.83,951.76,961.68,1010.73,1021.06,1027.00,1028.09,1020.67,996.93,990.46,984.35,972.57,973.34,975.10,977.19,980.04,981.88,980.89,982.18,984.65
3/28/2003,184.16,190.70,204.14,219.08,233.24,246.91,368.67,669.76,969.34,1008.07,972.91,957.57,976.40,1025.47,1026.21,1019.23,1005.75,992.52,978.60,978.47,981.67,990.15,989.60,988.25,986.49,984.23,982.99,978.49,977.20,975.32
