Date,SJ01,SJ02,SJ03,SJ04,SJ05,SJ06,SJ07,SJ08,SJ09,SJ10,SJ11,SJ12,SJ13,SJ14,SJ15,SJ16,SJ17,SJ18,SJ19,SJ20,SJ21,SJ22,SJ23,SJ24,SJ25,SJ26,SJ27,SJ28,SJ29,SJ30
4/28/2000,268.92,297.85,300.79,300.04,287.11,284.34,282.60,280.67,277.68,276.58,276.29,276.05,275.84,273.92,273.69,273.05,272.75,272.26,271.60,271.41,271.07,270.64,270.40,269.96,269.33,268.40,267.89,263.78,263.29,262.75
4/29/2000,269.05,296.34,295.30,294.89,284.52,280.95,279.14,279.75,277.32,275.06,271.53,269.96,269.12,267.13,267.05,266.54,266.39,266.01,265.54,265.45,265.16,264.94,264.82,264.64,264.32,263.77,263.53,258.52,258.06,257.64
4/30/2000,267.36,294.12,291.98,290.19,281.70,279.34,277.40,275.38,271.23,269.24,267.17,266.28,265.65,264.12,264.18,263.78,263.85,263.55,263.32,263.36,263.15,263.19,263.24,263.33,263.38,263.31,263.42,257.98,257.73,257.80
5/1/2000,262.27,290.60,288.22,286.60,279.14,275.40,272.38,270.91,268.01,266.72,266.47,266.23,265.90,264.21,264.00,263.41,263.16,262.68,262.06,261.92,261.59,261.26,261.08,260.77,260.29,259.54,259.17,254.59,254.16,253.77
5/2/2000,259.41,287.17,285.09,283.00,274.75,271.32,269.72,269.54,267.50,265.42,262.49,261.03,260.23,259.30,259.44,259.28,259.48,259.39,259.49,259.61,259.56,259.78,259.95,260.21,260.53,260.89,261.22,257.80,257.86,258.36
5/3/2000,252.75,282.70,281.33,279.04,272.56,269.76,267.93,265.64,262.64,261.59,263.30,264.36,265.11,264.88,265.08,264.94,265.16,265.11,265.25,265.39,265.34,265.60,265.79,266.09,266.47,266.89,267.23,263.63,263.68,264.18
5/4/2000,245.66,277.57,277.70,276.06,270.25,266.54,265.28,265.91,266.62,266.77,268.92,270.11,270.96,270.76,270.95,270.83,271.05,271.02,271.17,271.31,271.26,271.51,271.70,271.99,272.37,272.81,273.12,269.71,269.79,270.32
5/5/2000,237.83,269.50,274.07,271.38,268.35,266.72,269.09,270.91,272.04,272.40,274.43,275.49,276.48,277.01,277.51,277.81,278.38,278.80,279.51,279.85,280.00,280.69,281.16,281.90,282.97,284.34,285.20,283.41,283.97,285.34
5/6/2000,236.47,266.68,270.90,269.75,270.34,271.35,274.83,276.28,277.65,279.30,284.81,288.55,291.24,293.07,293.99,294.72,295.68,296.49,297.71,298.28,298.62,299.79,300.58,301.86,303.72,306.12,307.53,306.47,307.44,309.61
5/7/2000,234.80,264.57,270.33,271.29,275.03,276.84,283.23,286.20,292.05,296.87,304.78,310.89,314.06,314.56,314.51,314.35,314.17,314.02,313.76,313.66,313.53,313.34,313.21,312.96,312.65,312.23,311.98,312.33,312.26,312.21
5/8/2000,233.06,262.13,271.85,274.92,282.97,287.80,301.08,305.40,314.09,314.07,312.70,312.41,312.65,311.75,311.57,311.35,311.17,311.02,310.78,310.68,310.56,310.37,310.21,309.98,309.60,309.09,308.79,307.53,307.18,306.67
5/9/2000,236.58,265.24,277.18,284.82,300.22,307.64,315.87,315.18,314.14,311.98,311.54,311.48,311.79,310.84,311.07,310.79,311.10,310.90,310.94,311.10,310.98,311.26,311.46,311.81,312.19,312.57,312.97,306.83,306.58,306.64
5/10/2000,235.33,268.54,285.54,298.03,313.13,315.80,316.06,314.98,314.99,314.26,315.93,316.24,315.97,313.73,313.48,312.74,312.44,311.90,311.16,310.98,310.59,310.17,309.94,309.51,308.85,307.92,307.43,302.46,301.96,301.45
5/11/2000,247.91,278.53,300.07,308.86,315.43,316.95,317.82,319.18,317.47,314.76,311.45,309.49,308.78,306.52,306.36,305.73,305.55,305.08,304.52,304.40,304.06,303.79,303.63,303.38,302.97,302.32,302.00,297.21,296.75,296.34
5/12/2000,249.88,283.47,303.96,311.65,317.75,318.96,317.45,315.27,311.04,308.36,305.86,304.42,303.63,301.18,300.93,300.26,299.92,299.38,298.66,298.49,298.07,297.67,297.42,297.03,296.46,295.56,295.08,290.00,289.44,288.78
5/13/2000,251.04,286.41,305.65,313.34,316.51,315.48,311.93,310.39,306.13,302.96,299.27,297.36,296.33,294.42,294.44,294.00,294.03,293.70,293.42,293.43,293.20,293.19,293.21,293.24,293.22,293.08,293.12,288.21,287.99,288.01
5/14/2000,252.20,289.30,307.34,313.25,312.69,310.62,306.71,304.09,299.39,297.01,296.24,295.89,295.79,295.34,295.65,295.65,296.04,296.14,296.56,296.81,296.92,297.42,297.77,298.30,299.00,299.89,300.58,297.41,297.75,298.78
5/15/2000,254.70,292.36,307.42,311.38,307.83,304.41,300.61,299.08,297.52,297.59,301.13,302.93,304.48,304.53,304.37,304.00,303.80,303.46,303.01,302.86,302.63,302.33,302.17,301.88,301.45,300.80,300.50,296.97,296.60,296.19
5/16/2000,256.13,293.74,305.88,307.70,302.89,299.95,299.46,301.65,303.78,304.60,302.46,300.73,300.07,298.17,297.87,297.51,297.24,296.92,296.45,296.25,296.04,295.68,295.47,295.06,294.53,293.82,293.42,292.86,292.58,292.28
5/17/2000,258.30,295.16,303.15,303.71,301.17,302.15,305.24,305.73,302.71,300.06,296.67,295.44,295.36,294.96,295.63,296.00,296.86,297.52,298.76,299.44,299.85,301.01,301.57,302.97,304.57,306.51,307.89,304.66,305.49,306.92
5/18/2000,254.66,291.70,299.57,301.02,304.14,305.11,305.03,302.29,298.20,296.30,303.62,310.24,313.01,316.01,317.31,318.37,320.37,322.33,326.16,327.99,329.26,332.27,333.80,337.28,341.38,346.53,350.00,348.51,351.26,356.12
5/19/2000,250.27,286.69,297.02,299.86,304.24,303.88,302.01,301.21,308.22,311.27,329.87,348.65,355.70,367.33,369.91,371.04,372.44,373.36,375.21,376.13,376.63,378.08,378.94,380.71,382.66,385.30,387.03,383.29,384.43,387.01
5/20/2000,244.93,282.23,295.10,298.81,302.13,303.26,308.81,315.52,336.93,347.48,374.48,386.38,390.86,396.15,397.92,398.55,399.65,400.25,401.50,402.20,402.45,403.50,404.14,405.47,406.87,408.78,410.06,405.14,405.85,407.71
5/21/2000,237.93,276.25,292.01,295.80,303.67,311.17,330.69,350.76,378.97,385.14,401.66,410.01,413.37,416.71,418.07,418.73,420.16,421.05,422.69,423.46,423.90,425.05,425.83,427.44,429.20,431.63,433.21,429.80,430.90,433.06
5/22/2000,233.15,271.40,289.14,296.12,314.74,335.68,365.86,388.63,405.64,409.50,423.68,432.28,436.72,441.86,443.06,443.17,443.47,443.13,442.69,442.65,442.34,442.23,442.20,442.12,441.95,441.58,441.50,435.75,435.38,435.23
5/23/2000,229.37,267.85,288.50,303.10,337.57,368.73,396.33,412.41,426.96,431.24,442.78,443.65,444.85,443.10,442.98,442.04,441.27,439.80,437.56,436.84,435.87,434.65,433.92,432.39,430.59,427.74,426.28,418.45,416.87,414.58
5/24/2000,219.57,261.32,287.53,311.15,357.29,393.41,417.61,433.33,444.21,443.51,440.61,433.11,430.95,423.48,422.06,420.03,418.59,417.00,414.99,414.42,413.59,412.56,411.96,410.68,409.16,406.79,405.59,398.21,396.91,395.13
5/25/2000,231.34,273.29,304.72,340.76,395.80,422.41,439.46,446.24,439.60,434.26,418.90,411.77,409.07,403.26,402.38,401.32,401.27,401.27,401.92,402.30,402.46,403.20,403.68,404.69,405.77,407.24,408.18,404.13,404.74,406.30
5/26/2000,241.63,283.87,329.77,369.44,422.47,440.72,441.71,436.34,419.50,413.24,405.77,408.45,411.33,413.18,413.85,413.75,413.61,412.80,411.38,410.96,410.30,409.34,408.81,407.67,406.40,404.43,403.39,397.10,395.96,394.37
5/27/2000,249.56,294.35,345.54,380.38,431.16,439.41,426.81,416.08,408.68,408.86,412.26,408.16,405.84,401.62,400.70,399.36,398.67,397.90,397.12,396.95,396.56,396.19,396.00,395.60,395.12,394.31,393.96,388.17,387.58,387.00
5/28/2000,260.45,302.58,354.34,379.02,424.38,425.90,414.88,413.00,413.85,409.91,400.80,397.89,397.20,395.00,394.72,393.80,393.53,392.90,392.29,392.19,391.81,391.58,391.48,391.24,390.93,390.37,390.18,383.64,383.11,382.71
5/29/2000,253.45,301.69,339.31,356.90,407.16,416.91,416.07,413.08,404.23,399.77,395.90,394.08,393.77,391.72,391.56,390.79,390.90,390.74,390.98,391.33,391.31,391.93,392.26,393.11,393.85,394.66,395.32,389.78,390.07,391.13
5/30/2000,250.35,293.25,318.63,331.95,393.41,414.09,410.02,405.46,398.88,395.91,393.20,395.96,398.60,398.95,399.71,400.04,401.29,402.02,403.61,404.60,405.19,407.01,408.14,410.47,412.71,415.57,417.46,413.67,415.15,418.19
5/31/2000,243.77,288.19,305.18,319.17,384.54,410.30,405.11,401.49,396.14,394.56,399.95,411.26,419.17,422.84,424.87,426.55,428.78,429.33,429.43,429.50,429.13,429.08,429.08,429.08,429.00,428.76,428.76,422.80,422.51,422.51
6/1/2000,227.30,272.52,286.58,296.20,360.27,400.55,404.86,400.58,398.62,400.32,410.48,428.69,433.63,433.10,432.77,431.73,431.63,431.09,430.95,431.40,431.38,432.80,433.26,434.11,434.93,435.91,436.72,430.98,431.36,432.55
6/2/2000,216.79,254.45,269.71,274.22,336.39,385.30,404.48,402.58,403.90,405.59,425.44,433.33,436.26,438.47,438.74,438.55,439.07,439.52,441.71,442.07,441.73,441.58,441.59,441.61,441.53,441.30,441.33,434.83,434.54,434.58
6/3/2000,211.80,244.65,258.24,264.44,325.17,378.83,404.51,406.44,411.71,419.72,433.65,439.38,443.80,445.26,444.75,443.97,443.79,443.24,442.70,442.80,442.61,442.89,443.04,443.31,443.53,443.72,444.03,438.12,438.09,438.56
6/4/2000,207.87,235.96,249.75,257.83,317.80,373.85,405.87,411.59,425.66,432.41,440.14,444.78,447.21,447.03,446.76,446.22,446.45,446.55,447.11,447.45,447.43,447.88,448.09,448.53,448.94,449.40,449.89,444.39,444.50,445.20
6/5/2000,204.61,229.00,242.94,253.15,314.55,372.31,410.41,422.92,436.45,439.40,445.43,447.43,450.93,452.07,451.98,451.78,452.51,452.85,452.05,451.46,450.32,449.08,448.66,447.78,446.72,445.03,444.06,437.20,436.15,434.81
6/6/2000,201.56,223.46,239.75,254.33,318.54,377.36,418.86,434.19,443.62,445.62,448.95,453.04,455.65,450.12,448.93,446.88,444.63,442.04,438.18,436.90,435.09,432.98,432.19,430.51,428.54,425.45,423.59,415.07,413.23,410.55
6/7/2000,199.83,221.09,237.62,256.15,324.44,385.47,427.23,442.63,449.32,448.98,453.52,447.77,443.75,432.82,430.61,426.43,422.31,418.57,414.92,414.37,413.19,412.53,412.28,411.81,411.21,410.16,409.66,402.21,401.45,400.71
6/8/2000,198.82,220.18,236.68,259.48,332.34,396.66,435.53,448.75,452.50,453.11,445.60,428.63,420.35,413.39,412.48,410.50,409.28,408.30,408.25,408.61,408.55,408.91,409.27,410.00,410.83,412.02,412.72,410.83,411.62,413.28
6/9/2000,199.89,221.70,239.64,267.21,350.32,412.19,444.33,453.34,454.32,447.95,423.25,412.54,413.33,414.17,416.02,416.65,418.47,420.42,425.21,427.03,428.01,430.95,432.29,435.06,437.96,441.86,444.38,442.04,444.01,447.83
6/10/2000,200.46,221.00,240.50,267.83,359.45,418.94,449.88,456.20,443.07,428.45,414.10,423.69,434.15,445.58,448.98,450.82,453.80,456.28,459.04,459.49,459.19,459.31,459.38,459.51,459.59,459.56,459.67,454.41,454.23,454.37
6/11/2000,201.68,221.12,242.67,265.74,366.73,426.43,451.69,447.80,424.18,415.85,431.13,453.95,462.06,462.54,462.57,461.73,461.18,458.88,454.61,453.11,451.16,447.71,446.09,443.18,439.94,435.60,432.86,423.57,420.75,416.35
6/12/2000,197.64,218.79,237.77,260.92,364.97,427.69,444.60,432.07,420.83,427.70,457.54,458.35,453.21,436.89,434.44,430.70,426.53,421.68,419.35,419.73,419.40,420.18,420.52,421.15,421.75,422.38,422.98,416.86,417.04,417.95
6/13/2000,191.50,214.25,232.04,257.40,355.34,426.71,437.04,427.06,441.52,453.82,454.28,432.54,426.81,426.93,427.32,426.76,428.05,428.06,427.32,427.17,426.11,425.30,425.05,424.59,424.01,423.03,422.61,413.59,412.69,411.82
6/14/2000,188.40,207.89,226.64,250.51,340.01,414.15,436.64,438.25,460.16,461.40,432.08,431.20,433.27,428.58,427.81,426.37,425.72,423.63,420.36,419.58,417.93,415.47,414.75,413.36,411.82,409.56,408.32,396.98,395.30,393.23
6/15/2000,187.85,202.80,220.84,241.77,318.30,396.36,440.74,452.98,463.17,445.38,431.14,431.27,430.42,419.64,416.67,414.01,412.72,410.18,404.31,403.74,402.98,404.22,404.69,405.61,406.33,407.13,407.98,398.47,398.67,399.74
6/16/2000,189.20,200.22,216.27,234.62,298.57,374.66,442.16,461.18,451.75,435.02,432.40,425.00,419.21,410.92,410.90,410.71,411.18,410.94,411.94,413.19,413.42,414.68,415.08,415.86,416.43,417.01,417.72,407.94,407.97,408.90
6/17/2000,190.02,199.64,213.10,227.74,282.61,354.60,437.52,460.45,442.86,434.20,429.19,418.17,417.95,419.33,419.93,420.01,420.71,420.20,420.10,421.14,422.16,430.53,433.40,438.87,443.62,449.74,454.54,450.61,453.70,460.46
6/18/2000,190.50,200.14,212.19,225.51,277.87,350.32,434.00,454.17,439.31,434.50,420.92,420.82,424.80,428.99,435.78,443.86,449.23,451.51,458.39,465.85,473.90,489.60,492.72,498.51,503.84,510.93,516.34,515.10,518.70,526.27
6/19/2000,191.19,200.81,211.78,224.94,277.50,351.04,433.09,448.85,438.52,430.63,420.09,430.95,450.01,477.26,493.03,504.16,509.44,512.42,522.83,531.82,540.05,548.13,549.30,551.31,553.25,555.71,557.71,553.49,554.59,557.30
6/20/2000,189.78,199.60,209.60,221.42,268.91,337.88,426.12,446.78,436.20,424.97,427.15,464.80,498.66,536.45,546.85,553.23,555.90,556.86,559.74,562.71,566.02,572.23,573.64,576.12,578.63,581.83,584.26,580.57,581.98,585.29
6/21/2000,188.06,198.90,208.41,220.27,265.53,332.86,422.66,445.83,431.98,423.52,450.50,517.14,546.72,567.35,572.67,577.93,581.01,582.37,585.86,589.34,593.35,597.94,598.56,599.59,600.50,601.63,602.57,597.63,598.03,599.35
6/22/2000,185.45,197.50,206.49,217.49,256.99,320.62,415.19,443.84,430.68,428.77,491.53,552.08,572.15,591.79,596.38,600.22,602.16,602.64,603.49,604.78,606.27,610.82,612.53,615.92,618.93,622.97,625.92,623.85,625.77,629.95
6/23/2000,184.52,198.02,205.02,216.97,255.62,317.81,412.06,441.47,434.75,445.34,533.32,577.27,595.28,607.60,610.86,616.35,620.28,622.12,627.45,632.22,635.70,640.41,640.67,640.61,640.33,639.83,639.63,634.61,634.24,634.00
6/24/2000,184.03,198.38,204.06,217.21,257.58,322.23,414.05,440.29,450.51,482.68,565.57,597.05,615.30,633.22,637.21,639.69,641.32,641.22,640.16,640.08,639.94,642.62,644.18,647.54,650.69,654.97,658.24,656.97,659.08,663.45
6/25/2000,183.17,197.49,203.06,214.73,257.28,323.66,415.07,444.37,486.16,528.54,590.42,622.29,637.67,645.06,649.14,651.56,654.10,657.89,664.09,665.93,668.02,678.34,680.52,684.63,688.48,693.72,697.29,697.96,700.58,705.82
6/26/2000,178.21,193.89,198.39,207.17,242.68,301.87,405.43,456.76,523.74,560.16,610.19,637.11,650.98,669.99,677.81,684.96,690.67,696.74,702.77,704.46,705.76,711.54,710.39,707.40,704.35,700.06,697.37,691.67,689.39,685.37
6/27/2000,173.46,188.79,193.31,198.85,226.26,273.91,387.37,472.26,550.82,580.64,627.32,655.10,673.95,703.44,704.53,705.24,704.49,699.64,695.16,693.76,692.23,685.22,685.55,686.64,687.82,689.30,690.33,688.29,688.98,690.55
6/28/2000,172.23,184.94,189.48,193.43,216.61,257.80,377.61,487.34,571.81,597.46,639.33,678.36,699.37,697.58,695.79,693.13,691.20,691.16,691.82,692.35,692.69,695.88,696.07,696.25,696.36,696.44,696.57,693.73,693.68,693.85
6/29/2000,168.91,181.31,185.77,188.68,206.36,240.60,360.09,492.01,586.63,612.27,654.08,688.79,692.48,693.99,693.98,694.81,696.39,697.16,697.31,697.39,697.38,698.52,699.31,701.44,703.78,706.40,708.22,707.20,708.38,711.03
6/30/2000,166.69,176.56,181.87,183.99,196.12,221.81,331.31,481.39,595.71,621.35,667.65,687.87,693.99,697.82,698.76,700.04,703.54,707.01,709.25,710.05,710.52,714.39,713.35,708.50,702.55,695.95,691.76,683.76,680.00,673.57
7/1/2000,165.76,173.20,177.93,179.28,188.90,209.28,313.01,472.08,603.75,630.24,678.18,687.72,694.21,705.67,707.89,707.19,700.22,694.96,691.72,689.47,686.64,670.71,669.82,670.57,671.91,673.27,674.30,673.51,674.47,676.31
7/2/2000,164.07,170.37,173.96,174.70,182.74,199.51,296.99,461.17,611.86,641.17,684.00,688.05,698.43,698.71,693.71,688.00,683.10,679.18,675.49,675.60,676.20,682.94,685.25,691.57,697.58,704.54,709.27,714.18,718.34,725.50
7/3/2000,163.35,168.47,170.50,171.02,178.32,193.74,291.44,459.46,621.33,653.74,686.50,691.13,694.89,684.16,680.56,681.36,691.76,700.27,706.73,709.84,714.62,732.35,731.67,728.10,724.61,720.02,716.89,712.45,709.61,704.98
7/4/2000,162.25,167.89,167.66,168.04,175.61,190.86,303.14,481.07,636.78,669.88,688.23,686.63,684.03,701.47,709.65,718.84,722.58,722.16,719.54,716.24,711.31,699.63,698.42,696.17,694.30,691.86,690.19,686.58,685.08,682.84
7/5/2000,160.03,166.21,165.65,165.71,172.70,186.56,303.99,495.11,650.77,680.42,689.39,682.67,697.62,720.35,717.89,710.86,701.27,695.51,692.20,690.30,687.43,682.50,682.78,683.92,685.02,686.45,687.54,687.11,687.85,689.22
7/6/2000,158.72,165.07,163.63,163.97,170.78,183.82,315.45,518.59,664.31,686.26,686.32,699.01,712.26,695.93,691.75,688.10,686.05,685.80,687.13,688.75,690.43,693.30,693.91,694.98,695.83,696.96,697.78,697.55,698.14,699.24
7/7/2000,157.35,164.07,161.34,162.58,169.49,182.52,332.13,554.85,675.14,688.45,688.79,698.47,694.21,688.60,690.43,693.26,695.38,696.51,699.10,700.01,700.24,696.37,693.29,686.58,680.30,671.42,665.52,657.23,652.56,644.66
7/8/2000,154.98,162.50,159.22,160.67,167.73,180.23,347.58,586.05,679.18,687.48,698.33,687.49,692.45,697.80,691.62,683.95,678.68,671.32,654.42,651.11,648.16,636.45,635.03,633.87,633.18,632.16,631.52,627.68,627.02,626.17
7/9/2000,151.41,160.17,157.67,158.41,164.92,174.64,335.48,588.18,678.86,688.50,691.58,690.92,688.43,655.32,648.67,641.01,635.38,632.76,631.23,630.92,630.24,627.81,627.14,625.95,624.81,623.09,622.11,617.03,616.02,614.59
7/10/2000,148.77,156.22,156.48,156.56,161.63,168.48,286.48,553.83,677.03,693.55,688.66,672.67,654.40,633.82,632.12,629.39,626.72,623.85,621.60,621.08,620.15,615.61,614.32,611.86,609.36,605.88,603.85,597.03,595.20,592.26
7/11/2000,151.08,154.30,154.73,155.42,159.63,165.22,268.34,534.43,678.67,694.32,687.50,650.55,640.35,625.49,622.82,618.57,612.49,606.56,602.73,601.64,600.33,595.11,595.20,596.66,598.50,600.68,602.26,598.98,599.84,602.12
7/12/2000,154.27,154.27,153.39,154.33,157.94,163.07,264.46,520.44,680.03,691.89,672.81,636.40,628.61,609.57,606.54,604.95,604.64,604.33,604.55,605.24,605.72,611.04,613.17,617.48,621.91,627.15,630.64,630.50,632.93,638.14
7/13/2000,156.51,155.23,153.31,154.22,157.24,162.03,276.45,525.03,679.78,689.95,654.32,622.70,613.26,608.11,609.28,613.85,623.53,629.39,633.40,635.04,636.34,646.55,647.81,648.26,647.96,647.51,647.29,644.34,644.08,643.83
7/14/2000,157.44,156.85,154.10,155.05,157.57,162.84,286.58,538.04,678.67,682.95,636.54,611.22,613.71,633.47,637.00,641.32,645.92,647.85,648.00,647.91,647.60,646.94,646.96,647.07,647.16,647.22,647.35,643.99,643.87,643.93
7/15/2000,158.82,158.23,155.48,156.19,158.19,163.16,284.69,532.46,674.10,669.44,621.97,618.09,633.22,648.82,649.31,648.75,648.35,648.03,647.87,647.90,647.49,645.31,643.51,638.52,633.44,627.62,623.78,615.34,612.14,606.46
7/16/2000,159.90,159.65,156.78,157.34,159.29,164.50,292.46,536.75,663.44,652.77,614.85,634.17,644.86,649.44,648.06,642.81,633.76,629.23,624.70,622.17,618.11,602.52,600.80,597.85,595.25,591.99,589.93,583.43,581.58,578.75
7/17/2000,160.20,160.73,157.77,158.28,160.32,166.59,298.99,542.38,648.83,634.84,623.33,643.72,646.19,626.47,619.50,609.07,598.91,594.45,591.31,589.55,586.55,579.41,578.85,577.68,576.46,574.98,574.15,568.44,567.46,566.12
7/18/2000,160.01,161.72,158.40,159.01,161.47,169.59,308.70,548.69,631.63,621.68,636.92,634.30,622.26,594.47,589.96,584.26,579.37,576.95,575.51,574.93,573.66,570.64,570.47,570.10,569.60,568.94,568.66,561.33,560.57,559.82
7/19/2000,159.20,162.33,158.92,159.29,162.17,168.62,299.30,533.69,617.67,620.01,641.81,611.47,597.48,579.75,577.32,574.77,572.29,570.73,569.91,569.69,569.14,567.34,567.28,568.19,569.70,571.23,572.50,566.32,566.93,568.60
7/20/2000,158.23,162.22,159.41,159.18,162.40,166.79,274.00,501.61,609.68,625.80,634.54,594.05,584.93,574.78,573.20,571.71,570.93,571.78,572.98,573.48,574.04,577.53,578.39,580.73,584.91,589.57,592.88,589.06,591.17,595.44
7/21/2000,157.67,162.23,159.42,159.24,162.59,165.67,257.77,484.09,608.39,633.05,619.75,583.84,579.35,575.50,575.91,576.83,580.13,585.87,591.42,592.80,594.14,602.17,604.66,607.58,606.21,603.13,601.29,591.83,590.07,587.51
7/22/2000,157.82,162.29,158.79,159.97,163.34,165.99,274.16,510.67,618.05,638.50,598.76,577.45,578.52,591.25,595.12,599.53,604.03,604.75,603.41,602.44,600.92,596.28,595.29,595.01,596.40,598.68,600.50,596.50,597.60,600.37
7/23/2000,156.75,161.83,158.13,160.28,164.01,166.80,291.25,525.89,629.13,630.95,583.41,583.74,595.96,603.92,602.87,601.54,601.60,601.33,603.41,604.95,605.86,608.01,609.61,613.61,616.60,619.82,622.18,619.41,620.73,624.06
7/24/2000,155.09,160.83,157.68,159.85,163.99,166.56,290.86,525.52,627.72,613.30,579.31,599.21,602.83,607.16,609.82,613.52,618.00,621.32,626.28,627.69,628.44,630.13,629.81,623.67,615.76,605.82,599.63,586.30,581.55,572.19
7/25/2000,154.26,159.19,157.33,158.89,163.41,166.12,276.74,516.45,615.57,597.88,587.58,602.71,611.04,626.41,626.72,620.62,612.77,603.74,592.04,588.82,585.76,577.58,572.93,564.29,559.50,553.79,550.49,537.86,535.00,529.96
7/26/2000,155.32,158.13,156.93,158.16,162.29,165.73,265.56,501.35,601.31,588.56,596.58,612.07,624.10,600.56,592.80,583.87,571.64,559.46,548.81,546.79,544.87,540.43,537.72,531.78,528.28,524.21,522.03,509.81,507.64,504.53
7/27/2000,156.57,158.03,156.64,157.60,161.03,165.31,265.62,482.99,589.74,585.96,601.35,615.60,601.42,566.28,555.79,547.27,538.86,530.64,522.69,521.12,519.46,516.34,515.22,515.32,518.71,523.60,526.73,521.27,523.47,528.33
7/28/2000,157.49,158.22,156.47,157.03,160.01,164.84,265.30,462.85,582.44,588.35,608.61,598.53,578.03,538.24,531.17,527.46,528.56,530.24,531.57,532.61,533.26,537.63,540.49,543.89,543.77,542.96,542.79,533.45,532.73,532.18
7/29/2000,157.91,158.68,156.32,156.46,159.14,164.10,252.44,437.04,578.00,591.51,610.44,579.93,558.52,533.86,534.82,535.87,537.83,540.10,543.15,543.53,543.36,542.83,542.81,543.99,547.05,550.74,553.15,546.77,548.28,552.04
7/30/2000,158.85,158.99,156.45,155.85,158.30,163.18,248.44,419.97,575.79,594.93,605.14,561.54,547.36,541.86,543.75,545.76,549.00,552.52,555.25,556.13,556.62,560.18,562.30,563.54,560.94,557.34,555.47,544.98,542.98,539.90
7/31/2000,159.44,159.58,156.40,155.79,158.40,166.23,252.55,417.44,579.41,600.22,591.34,549.06,547.66,554.85,557.49,558.43,557.44,556.56,556.41,555.72,554.55,548.99,546.85,543.84,541.96,539.75,538.60,528.53,527.10,525.43
8/1/2000,160.19,160.64,156.35,156.42,159.77,172.15,276.06,445.91,590.52,606.05,568.35,548.37,555.64,559.05,557.09,552.83,546.99,542.94,540.30,539.42,538.03,533.69,533.50,534.87,536.76,538.73,540.35,534.34,535.32,537.63
