Date,OM01,OM02,OM03,OM04,OM05,OM06,OM07,OM08,OM09,OM10,OM11,OM12,OM13,OM14,OM15,OM16,OM17,OM18,OM19,OM20,OM21,OM22,OM23,OM24,OM25,OM26,OM27,OM28,OM29,OM30,OM31,OM32,OM33,OM34,OM35,OM36,OM37,OM38,OM39,OM40,OM41,OM42,OM43,OM44,OM45,OM46,OM47,OM48,OM49,OM50,OM51,OM52,OM53,OM54,OM55,OM56,OM57,OM58,OM59,OM60,OM61,OM62,OM63,OM64,OM65,OM66,OM67,OM68,OM69,OM70,OM71,OM72
10/19/2008,580.61,734.91,741.50,758.46,748.69,727.10,721.78,707.03,699.74,688.93,678.72,666.39,663.40,659.82,656.84,643.16,643.01,642.18,642.02,641.30,640.65,640.46,639.16,638.49,626.76,597.34,601.68,600.83,694.51,682.87,659.08,618.33,578.45,536.68,528.82,520.57,513.78,509.78,507.48,506.19,506.28,506.38,505.89,505.25,504.32,503.83,503.63,504.19,503.37,503.02,503.00,502.92,502.50,502.14,501.55,500.74,500.21,503.36,501.88,517.88,506.39,569.75,502.56,503.09,643.98,659.85,657.06,642.89,614.03,587.48,543.14,511.01
10/20/2008,582.95,738.70,758.86,782.86,772.89,746.84,740.35,721.95,712.11,697.67,685.73,672.07,666.88,662.09,658.73,644.56,644.30,643.19,642.98,642.29,642.00,641.90,641.09,640.52,629.42,600.06,604.03,603.33,701.83,697.31,677.21,631.47,586.90,544.95,533.41,524.41,516.84,512.59,510.08,508.99,509.32,508.98,508.38,507.83,507.08,506.75,506.76,507.62,506.83,506.71,506.82,506.81,506.40,506.04,505.57,504.75,504.15,506.35,505.26,522.48,508.80,579.94,507.74,508.68,638.55,652.65,650.68,641.36,617.77,594.31,550.01,517.48
10/21/2008,583.09,735.01,765.76,792.61,786.38,763.42,757.56,739.54,728.64,710.98,697.89,682.91,674.84,666.89,663.00,649.26,648.69,646.72,646.34,645.00,644.41,644.33,643.62,643.12,631.64,601.82,606.48,605.67,700.80,700.81,684.21,640.05,593.11,548.36,539.29,529.67,521.84,517.37,514.71,513.25,513.29,512.58,511.74,510.92,509.81,509.37,509.35,510.29,509.42,509.40,509.64,509.72,509.52,509.29,508.94,508.25,507.72,508.91,507.90,529.09,512.17,592.46,512.85,513.14,637.84,649.80,648.20,640.60,620.34,598.99,556.39,523.86
10/22/2008,577.98,735.15,767.92,797.75,791.45,777.10,772.66,758.87,749.24,733.45,718.52,702.08,692.12,681.59,674.63,659.34,659.06,657.15,656.62,654.00,652.04,651.64,650.11,649.57,640.87,607.65,611.05,611.43,701.32,702.60,688.86,646.70,598.19,555.79,546.56,536.07,528.95,524.00,520.78,518.19,517.54,516.98,516.12,515.19,513.77,513.11,512.82,513.43,512.56,512.20,512.17,512.11,511.98,511.91,511.70,511.08,510.59,512.64,511.10,529.64,516.29,588.92,516.31,515.99,637.37,645.11,642.89,639.75,622.99,603.85,562.66,530.44
10/23/2008,572.93,737.38,769.16,802.51,797.38,786.61,783.43,774.43,767.52,753.69,740.89,724.42,714.17,701.46,693.20,679.36,679.26,676.84,676.08,672.07,668.46,667.63,664.27,662.89,649.95,619.67,622.49,619.35,706.14,706.81,693.52,656.07,606.64,559.77,554.22,544.58,537.04,531.66,527.51,523.05,520.95,520.87,520.32,519.64,518.45,517.80,517.40,517.47,516.82,516.29,516.13,515.94,515.53,515.28,514.83,514.08,513.57,517.32,515.65,547.96,520.52,601.74,516.59,513.99,631.02,631.80,628.87,634.75,625.55,609.10,569.91,537.93
10/24/2008,584.79,745.79,776.55,809.58,805.53,794.14,791.21,784.11,776.85,763.92,753.90,736.92,726.04,714.51,707.57,697.16,696.65,693.39,692.62,688.82,685.86,685.11,681.77,680.00,663.55,635.76,639.06,632.80,719.05,719.28,702.11,663.75,612.75,563.60,561.23,551.99,543.54,537.09,531.51,524.73,521.19,521.70,521.68,521.63,521.48,521.30,521.24,521.45,520.96,520.65,520.64,520.53,520.09,519.69,519.13,518.27,517.68,521.02,520.09,568.08,521.83,629.90,513.53,509.01,612.47,611.61,607.27,623.90,625.02,612.47,576.96,545.25
10/25/2008,580.17,755.74,788.23,820.19,814.79,801.66,798.49,790.83,783.37,770.49,759.66,742.15,732.05,721.45,714.27,702.43,701.97,699.41,698.79,696.34,694.69,694.32,692.08,690.55,674.52,645.12,648.31,642.10,735.86,735.39,715.39,672.74,619.47,569.19,567.83,557.39,547.33,539.49,532.72,524.22,519.40,520.48,520.89,521.28,521.74,521.95,522.28,522.98,522.79,523.00,523.25,523.34,523.14,522.92,522.62,522.08,521.60,521.86,522.03,573.09,521.00,629.13,509.67,504.13,592.19,589.41,584.46,609.71,620.69,612.80,581.80,552.21
10/26/2008,579.01,765.11,797.55,831.01,824.84,810.88,807.35,799.02,791.98,777.60,766.48,749.59,739.30,727.63,720.41,707.27,706.72,704.13,703.50,701.21,699.85,699.52,697.74,696.40,679.79,648.29,652.49,648.12,749.23,751.26,732.17,689.05,634.14,583.11,578.04,566.03,553.55,543.82,535.21,524.13,517.77,518.86,519.35,519.82,520.51,520.94,521.51,522.52,522.63,523.13,523.63,523.87,523.85,523.82,523.79,523.74,523.56,520.91,521.71,559.44,519.40,623.21,505.95,497.95,571.04,564.47,559.03,591.23,613.38,610.95,586.53,558.94
10/27/2008,597.27,784.64,815.48,844.30,836.83,821.26,817.36,807.90,801.42,787.76,775.56,757.06,748.46,736.74,728.43,712.98,713.13,711.47,710.94,708.17,705.62,705.06,702.48,701.13,688.10,654.06,657.34,651.60,765.54,763.81,740.17,696.23,639.13,587.47,581.29,569.42,557.71,548.33,539.18,525.71,516.97,517.76,518.02,518.27,518.82,519.25,519.82,520.92,520.99,521.44,521.96,522.32,522.59,522.68,522.78,523.13,523.38,519.24,520.24,556.12,518.18,614.82,502.07,493.06,547.81,541.19,538.16,574.70,604.46,606.11,587.54,564.58
10/28/2008,605.45,793.97,825.56,857.32,851.14,833.95,829.14,816.33,807.93,791.62,778.62,761.31,752.00,739.75,731.59,717.93,717.58,715.23,714.71,712.61,710.99,710.51,707.75,706.12,693.44,655.47,659.44,652.54,770.41,769.19,746.97,703.66,648.18,594.23,588.51,574.26,559.22,547.69,537.59,523.66,515.20,516.47,517.01,517.44,517.98,518.31,518.80,519.84,519.90,520.42,520.96,521.28,521.36,521.39,521.49,521.87,522.07,518.23,518.91,557.33,517.57,625.18,500.06,489.46,531.04,525.82,522.22,558.55,593.34,599.21,587.68,569.58
10/29/2008,604.34,800.74,831.20,869.32,864.00,847.64,842.77,828.38,819.38,802.73,787.52,768.45,760.12,748.11,738.60,721.99,721.97,719.88,719.33,716.62,714.13,713.42,710.13,708.48,696.50,661.08,663.15,655.81,772.59,773.06,753.94,712.02,658.26,602.41,595.17,580.81,564.81,552.50,541.37,524.85,514.32,515.05,515.36,515.71,516.46,516.99,517.62,518.79,518.92,519.48,520.01,520.33,520.50,520.56,520.62,520.95,521.12,516.96,518.02,561.73,516.70,614.86,497.97,486.93,518.84,514.77,512.11,545.02,582.37,591.25,586.69,573.46
10/30/2008,622.39,817.88,842.12,880.86,876.55,861.44,856.54,841.43,832.05,813.81,798.06,777.94,768.60,756.11,747.32,732.23,731.56,728.23,727.50,724.35,721.30,720.47,716.21,714.19,698.84,664.49,666.25,656.80,781.95,777.66,757.87,720.20,669.75,613.59,604.54,590.33,571.79,558.03,545.42,526.66,514.81,515.26,515.34,515.40,515.57,515.86,516.35,517.33,517.44,518.05,518.63,518.99,519.19,519.32,519.50,519.97,520.20,515.72,516.55,562.17,517.08,629.99,497.43,485.31,511.55,511.17,509.24,536.47,572.35,583.12,584.59,576.25
10/31/2008,636.70,840.72,866.32,901.06,893.73,874.28,869.04,852.54,841.99,821.84,804.30,784.36,774.97,762.28,753.18,738.42,737.71,734.30,733.60,730.40,727.29,726.33,721.48,719.18,703.35,669.18,669.19,659.00,801.09,796.02,773.15,727.85,675.22,618.78,608.71,594.66,575.26,560.91,547.88,528.24,516.36,516.51,516.39,516.24,516.12,516.20,516.58,517.54,517.55,517.99,518.47,518.65,518.62,518.64,518.72,518.96,519.10,515.87,516.06,564.35,520.34,636.93,499.92,488.43,512.81,515.40,513.74,536.64,570.51,577.35,581.59,577.90
11/1/2008,650.57,857.09,876.25,914.66,908.05,888.05,882.50,863.62,851.94,830.81,812.42,791.21,782.21,770.26,760.71,745.05,744.18,740.45,739.70,736.08,732.40,731.32,726.18,724.21,707.90,674.00,673.07,664.01,811.17,804.16,785.57,741.55,689.75,632.19,615.58,599.40,579.00,564.56,551.65,532.03,519.98,519.85,519.39,518.87,518.26,518.15,518.60,520.19,520.25,520.70,521.41,521.55,521.25,521.05,520.81,520.15,519.67,517.46,516.97,563.25,524.49,637.60,504.49,494.56,522.56,526.63,524.40,547.93,586.12,580.08,579.36,578.51
11/2/2008,639.55,858.41,899.88,935.84,926.44,901.17,895.00,874.16,861.40,837.28,817.28,796.66,786.73,773.01,763.36,748.64,747.78,744.32,743.56,740.48,737.68,736.79,732.75,731.16,713.85,672.77,676.98,669.74,819.17,819.07,796.42,744.71,688.20,628.42,615.53,599.91,579.32,564.82,552.40,535.08,525.07,524.63,523.85,523.08,521.98,521.72,522.22,524.19,524.01,524.80,525.68,525.65,525.19,525.06,524.82,523.67,523.08,520.46,519.24,559.07,526.46,648.30,513.49,505.11,537.21,541.57,539.34,571.53,603.99,588.90,579.95,578.65
11/3/2008,605.77,820.95,862.47,923.01,921.21,905.89,901.86,883.41,870.53,848.64,828.47,803.89,793.87,781.96,771.79,753.69,752.50,748.17,747.26,743.68,740.67,739.88,736.07,734.12,719.60,676.06,681.45,675.44,780.93,783.74,780.75,746.56,695.78,638.14,616.13,600.55,581.74,569.23,558.13,542.06,531.62,530.84,529.75,528.59,527.02,526.52,527.02,529.76,529.08,529.77,530.87,531.18,530.86,530.51,529.97,528.40,527.31,525.00,523.11,557.36,532.30,639.61,520.21,513.43,554.78,558.12,558.08,589.43,624.43,602.19,583.58,578.93
11/4/2008,580.56,798.23,863.58,917.97,913.39,903.79,902.56,892.16,881.73,864.74,849.71,819.74,808.62,796.92,789.52,764.35,763.14,759.36,758.51,754.78,750.70,749.42,744.71,742.91,731.15,681.99,685.43,682.93,761.13,775.40,777.23,738.62,684.92,625.44,611.44,599.30,585.81,574.76,565.10,550.38,539.66,538.02,537.16,535.87,533.98,533.08,533.35,536.30,535.38,535.17,535.68,535.80,535.88,536.07,536.34,535.18,534.23,531.63,528.35,534.41,537.29,638.10,529.30,525.73,574.98,577.74,579.56,615.29,642.21,614.52,588.42,579.77
11/5/2008,573.35,769.77,832.96,889.58,889.94,893.54,895.07,891.52,885.26,872.01,855.45,830.29,819.03,806.95,795.54,775.29,774.72,771.48,770.66,766.51,762.17,760.85,755.52,753.13,736.10,691.17,696.62,690.58,735.86,749.07,757.41,718.44,663.59,609.03,600.89,593.86,583.28,575.25,567.56,555.48,546.94,545.86,544.83,543.46,541.25,540.72,541.80,546.82,543.02,543.12,543.40,543.27,543.39,543.78,543.76,541.78,540.33,538.59,535.60,582.18,545.86,664.20,539.88,535.29,591.31,593.07,592.40,634.09,652.00,625.37,593.75,581.19
11/6/2008,547.56,735.90,793.46,856.86,862.08,873.17,877.01,882.35,880.07,874.74,867.58,839.84,830.55,819.35,812.68,785.30,784.74,782.63,782.22,780.02,778.16,777.16,773.73,772.01,760.93,707.71,709.76,709.73,699.07,714.75,727.23,698.31,650.23,603.16,592.61,585.23,580.61,575.61,570.14,560.39,551.91,551.76,551.34,550.40,548.78,548.26,549.87,562.90,554.43,553.61,553.32,552.51,552.13,552.21,553.72,555.26,554.08,546.81,543.58,557.13,551.48,645.92,542.18,537.71,601.91,601.54,603.82,636.99,652.56,634.26,600.62,583.62
11/7/2008,507.26,689.99,751.48,817.07,821.54,837.02,842.55,854.05,856.85,858.98,855.27,837.01,835.07,827.31,819.27,789.87,791.41,792.76,792.88,792.58,791.11,790.96,789.51,788.81,784.21,724.93,725.77,725.91,654.24,671.86,687.18,672.56,633.31,584.23,581.08,575.80,575.58,572.87,568.59,559.01,549.94,551.95,552.89,553.58,554.00,553.81,553.78,556.40,556.66,555.04,554.91,555.15,554.74,554.38,554.18,555.78,557.47,553.58,551.93,553.87,553.31,619.89,532.99,525.47,604.18,601.15,602.64,628.42,650.10,639.46,608.58,587.48
11/8/2008,480.40,651.99,708.64,776.53,783.77,797.92,803.01,814.32,818.58,821.41,816.74,804.73,807.09,803.84,796.96,771.64,772.83,775.82,776.40,778.50,778.88,779.43,779.71,779.61,777.36,721.64,724.65,725.70,617.55,632.96,645.33,636.01,605.38,567.06,561.79,559.74,561.93,559.89,555.61,545.10,535.91,539.57,541.76,544.07,547.72,549.34,550.54,552.45,553.99,553.86,554.44,555.15,555.62,555.68,555.85,556.37,556.81,549.77,552.18,556.96,542.40,592.03,513.35,503.23,593.73,589.90,590.42,616.48,643.61,640.42,615.72,592.89
11/9/2008,488.97,639.19,681.82,743.10,750.51,759.84,763.51,775.03,779.66,779.61,778.81,768.32,768.46,765.10,763.99,743.75,744.49,747.71,748.34,750.77,751.95,752.72,753.97,754.04,746.02,701.61,706.79,706.92,606.69,615.30,615.84,603.85,577.86,544.30,541.24,541.65,541.78,539.01,534.55,524.70,516.77,520.55,522.90,525.64,530.38,532.92,535.22,538.44,539.39,541.08,542.79,544.09,545.44,546.18,547.19,549.12,550.33,533.85,539.50,562.40,523.23,597.25,493.69,482.11,573.15,565.73,563.15,598.25,632.78,636.19,620.08,598.74
11/10/2008,487.99,640.75,681.37,730.37,733.48,738.32,741.10,747.98,750.35,749.66,746.79,735.74,736.45,735.62,736.20,716.69,717.42,720.41,720.83,723.01,724.42,725.29,726.71,726.60,718.53,679.05,683.02,682.30,620.04,624.28,617.16,596.58,563.61,531.17,529.58,527.98,524.87,521.45,516.86,508.05,501.31,504.75,507.13,509.72,514.05,516.57,518.95,522.31,523.52,525.75,527.52,528.95,530.51,531.15,532.40,535.21,537.15,517.56,523.68,564.01,507.65,595.87,484.25,476.78,547.92,542.63,539.65,581.10,622.13,629.26,620.19,603.55
11/11/2008,484.79,632.80,668.54,715.46,719.01,723.15,724.97,728.62,729.58,729.82,724.17,713.28,715.54,717.06,718.64,698.04,697.37,698.31,698.78,700.70,702.14,702.52,702.94,702.74,696.22,660.64,662.37,661.02,613.50,618.31,612.40,594.04,565.28,533.75,529.88,523.63,518.03,513.56,508.69,499.59,492.59,495.24,496.72,498.15,500.97,502.95,504.77,507.60,508.99,510.57,512.14,513.51,515.25,516.05,517.47,520.19,522.22,503.49,508.78,552.11,498.20,561.20,476.72,470.18,529.50,528.96,527.21,563.57,609.04,620.31,618.78,607.27
11/12/2008,494.41,632.37,659.06,703.25,706.80,711.31,712.72,713.94,713.62,712.15,707.56,696.25,698.68,700.48,702.05,683.20,682.71,683.37,683.61,684.85,685.59,685.84,685.71,685.47,678.54,644.96,645.95,645.16,608.41,609.38,602.30,585.54,561.67,530.62,528.12,521.46,514.49,509.15,503.88,494.47,486.95,489.13,490.24,491.16,492.81,494.07,495.33,497.31,498.28,499.37,500.43,501.41,502.63,503.23,504.33,506.43,508.18,494.43,498.15,544.09,492.38,560.12,471.63,465.42,512.09,504.50,499.99,542.36,594.80,609.75,615.54,609.87
11/13/2008,525.97,659.09,670.05,703.89,704.05,704.78,705.35,703.85,702.10,698.55,695.28,683.77,685.83,688.09,690.49,670.70,670.45,671.00,671.17,671.73,671.63,671.83,671.54,671.39,664.67,628.42,631.33,634.13,627.19,618.47,602.83,581.93,559.34,530.29,526.52,518.70,511.65,505.77,500.07,489.74,481.10,483.38,484.53,485.38,486.78,487.78,488.78,490.41,491.00,491.82,492.55,493.21,493.95,494.35,495.09,496.48,497.95,488.09,491.20,525.24,489.89,555.29,464.29,456.30,482.16,467.24,462.05,511.45,576.15,597.18,610.55,610.98
11/14/2008,581.84,716.05,709.22,727.70,719.58,710.41,708.97,701.90,698.24,693.76,689.61,675.60,677.83,679.07,679.88,660.17,660.03,660.46,660.37,660.75,660.79,660.91,660.39,659.00,650.40,617.81,619.55,621.67,676.53,656.99,631.65,598.04,567.94,534.10,528.14,519.55,509.97,503.07,496.53,483.83,472.37,474.77,476.17,477.29,479.21,480.45,481.66,483.39,483.99,484.90,485.68,486.23,486.90,487.29,487.85,488.93,490.04,480.95,484.13,516.95,476.68,543.27,451.05,440.94,440.67,417.24,411.30,472.57,551.57,580.37,603.24,610.47
11/15/2008,628.58,771.08,759.54,769.77,757.50,736.97,732.01,715.37,708.18,697.75,690.99,676.91,676.73,677.18,678.15,657.18,656.83,656.19,656.05,655.21,654.54,653.56,651.84,650.71,642.31,612.19,611.99,612.32,726.71,704.62,673.32,631.25,589.97,549.81,539.21,525.21,510.89,501.55,493.05,477.84,465.51,467.27,468.30,469.35,471.44,472.87,474.17,476.13,476.88,478.01,478.91,479.62,480.43,480.81,481.46,482.86,485.10,473.47,477.52,526.01,480.39,549.81,444.85,433.39,405.44,381.19,374.36,437.86,526.11,560.72,593.61,608.27
11/16/2008,665.94,822.20,808.81,819.43,804.42,776.60,769.80,745.67,735.28,719.57,709.19,690.81,688.78,687.75,686.41,663.77,663.03,660.30,660.11,657.51,654.54,654.02,651.08,649.58,639.79,608.44,609.89,611.91,774.03,750.65,721.27,673.52,623.51,569.23,561.11,541.16,522.70,510.44,499.59,479.54,463.21,463.53,463.79,464.20,465.32,466.29,467.36,469.00,469.51,470.39,471.21,471.89,472.77,473.20,473.91,475.54,477.91,466.68,469.84,519.61,473.36,549.55,441.14,428.15,380.72,355.09,349.34,411.19,500.58,539.67,581.77,604.27
11/17/2008,684.13,848.21,849.11,865.94,849.87,818.57,809.97,782.11,768.60,749.03,734.38,712.86,709.12,706.47,703.61,675.96,675.11,672.37,671.85,668.73,664.87,664.13,660.36,659.07,649.41,609.42,611.63,612.39,801.71,786.01,761.17,708.22,649.79,587.56,580.26,557.52,536.90,521.53,507.65,484.16,465.44,464.83,464.48,464.28,464.11,464.22,464.61,465.62,465.57,465.94,466.42,466.83,467.33,467.59,468.08,469.17,471.01,464.08,465.08,515.10,470.49,562.94,444.07,429.24,365.10,339.54,334.80,396.40,482.12,520.42,569.51,598.72
11/18/2008,700.06,866.16,877.04,903.50,887.96,857.74,850.05,823.85,809.58,790.83,776.40,746.35,738.35,733.38,729.39,698.27,697.23,693.16,692.31,688.32,684.10,683.13,678.49,676.77,665.25,619.78,623.25,629.68,825.14,813.81,793.65,738.65,674.97,605.15,598.67,575.84,554.55,539.45,524.18,496.07,471.46,470.09,469.17,468.38,467.20,466.68,466.54,466.60,466.41,466.07,466.08,466.10,466.04,466.02,466.11,466.42,467.64,466.13,464.92,485.42,469.44,559.65,444.22,428.10,353.98,330.29,330.96,385.91,467.37,504.20,556.89,591.59
11/19/2008,743.78,894.15,915.98,932.81,918.87,890.03,882.16,858.96,844.62,817.87,798.78,776.76,763.75,749.22,741.32,723.22,722.46,719.01,718.18,713.77,708.71,707.23,699.21,695.48,671.97,634.32,641.04,642.75,854.63,845.05,815.34,757.87,688.80,628.45,619.04,596.88,569.91,548.42,528.00,498.78,479.31,477.67,476.31,474.91,472.79,471.87,471.34,470.81,470.31,469.69,469.44,469.19,468.71,468.46,467.97,467.44,469.75,470.88,468.79,543.75,478.02,636.17,458.56,437.89,358.75,327.95,323.87,377.05,454.25,488.99,545.06,583.20
11/20/2008,765.60,912.76,935.51,952.92,939.70,913.06,904.92,878.64,859.67,830.68,809.08,785.21,768.97,754.65,745.44,729.98,729.44,726.63,725.98,722.72,719.09,717.23,710.11,706.60,687.78,648.53,645.63,640.49,869.03,856.74,826.34,771.34,700.42,640.91,635.02,611.46,578.71,555.53,534.23,505.16,487.29,485.09,483.33,481.55,479.08,477.99,477.20,476.34,475.67,474.75,474.17,473.68,473.02,472.75,471.99,470.97,472.95,476.70,473.93,571.67,485.37,661.12,470.22,449.80,365.34,333.22,328.25,376.01,445.59,476.94,533.85,574.46
11/21/2008,750.52,909.22,938.68,968.24,957.86,936.31,929.40,906.38,887.24,858.94,836.68,808.08,788.54,771.46,760.81,742.32,741.58,737.42,736.61,732.54,728.88,727.35,721.17,718.65,701.03,660.06,657.96,651.79,870.25,861.84,837.25,788.58,716.46,647.03,648.78,626.45,594.79,572.29,550.66,519.51,498.62,495.68,493.46,491.19,487.91,486.37,485.20,483.82,482.97,481.79,481.12,480.52,479.59,479.15,478.27,476.71,477.24,485.07,481.44,577.20,494.59,674.22,478.91,457.57,368.94,339.37,335.76,377.32,439.64,467.25,523.22,564.89
11/22/2008,749.60,908.20,939.27,978.58,973.01,956.87,951.72,933.60,918.10,892.43,871.59,841.34,822.35,804.08,791.74,770.30,769.33,763.48,762.34,756.28,750.67,748.61,740.91,737.49,720.18,676.32,673.60,666.19,873.52,869.03,848.09,806.27,738.39,675.39,669.48,648.43,616.68,594.29,571.65,536.96,512.54,509.42,506.92,504.27,500.32,498.31,496.68,494.67,493.50,491.82,490.79,489.92,488.62,488.03,486.88,484.84,485.27,496.85,491.99,590.74,507.30,684.18,488.21,465.67,374.57,345.62,342.05,377.55,432.26,457.64,510.38,554.27
11/23/2008,763.96,929.25,953.47,992.05,986.92,972.20,967.73,951.68,939.57,915.29,895.56,867.23,850.68,831.46,817.70,796.73,795.91,790.49,789.25,783.35,777.93,775.53,767.16,763.04,745.16,697.87,693.73,685.58,894.30,884.77,858.84,817.97,753.68,686.94,685.21,664.52,633.40,610.95,587.95,551.93,526.20,523.30,520.89,518.23,514.08,511.88,510.04,507.75,506.42,504.44,503.08,501.96,500.37,499.69,498.20,495.60,496.35,510.42,504.84,599.19,522.83,689.45,499.16,475.12,380.25,348.00,343.49,376.47,427.54,449.96,499.60,543.34
11/24/2008,813.57,985.28,992.65,1022.15,1012.81,991.91,986.06,967.20,954.67,929.20,909.71,884.20,869.18,850.53,838.54,817.14,816.45,812.01,810.70,804.92,798.77,796.34,786.86,780.98,762.86,716.23,711.44,704.81,943.15,926.78,892.03,841.92,776.34,707.10,704.40,682.75,649.80,626.11,602.28,564.95,538.91,536.15,533.76,531.23,527.24,524.98,523.21,520.95,519.58,517.41,515.85,514.63,514.15,515.15,510.63,509.13,513.68,523.62,518.38,606.02,543.70,700.62,511.25,486.53,388.15,347.96,342.54,373.71,421.60,442.10,488.16,532.04
11/25/2008,860.15,1047.10,1053.14,1071.17,1054.69,1021.03,1011.33,982.17,965.27,935.30,912.70,888.97,873.27,854.68,843.50,826.47,825.64,820.40,819.48,812.62,804.95,802.32,791.46,785.04,765.63,724.74,721.67,718.04,998.75,977.26,933.27,872.20,801.62,729.40,723.02,696.87,658.96,632.53,608.33,573.47,550.27,547.41,544.85,542.23,538.22,535.97,534.01,531.97,530.64,528.48,526.91,525.84,527.46,531.23,525.79,530.19,541.93,534.45,529.79,630.76,561.56,733.10,527.72,505.97,409.20,351.58,343.34,371.69,417.96,436.83,479.33,521.63
11/26/2008,892.10,1094.61,1097.45,1117.47,1098.95,1058.82,1046.70,1007.45,985.57,950.68,924.48,898.43,882.30,863.22,851.50,833.13,832.18,826.23,825.10,817.86,810.14,807.38,796.65,790.64,771.89,731.93,728.72,724.58,1040.00,1018.71,977.11,913.76,839.11,763.64,747.88,717.60,675.74,647.83,622.91,586.90,563.23,559.86,556.72,553.83,549.51,547.13,544.91,542.83,541.46,539.19,537.64,537.03,539.80,542.85,537.60,544.02,556.69,545.52,540.60,636.75,581.41,737.88,542.54,522.32,419.46,355.73,346.45,371.51,415.98,432.72,471.61,511.67
11/27/2008,911.11,1118.25,1134.27,1157.48,1138.84,1092.87,1078.54,1031.21,1004.54,962.73,933.55,905.84,887.60,867.41,855.49,837.61,836.49,829.75,828.56,820.93,812.57,810.02,798.77,792.08,772.42,736.59,731.88,728.52,1063.57,1048.19,1007.83,940.29,861.80,780.78,765.93,733.29,688.96,659.34,634.16,598.66,576.68,573.12,569.42,566.16,561.28,558.60,556.05,553.77,552.08,549.67,547.96,547.40,550.99,554.46,548.42,557.22,572.34,556.70,551.08,652.85,601.54,758.85,559.80,540.60,432.91,362.81,352.48,376.17,416.76,430.36,465.66,502.78
11/28/2008,883.86,1103.66,1138.89,1174.12,1159.02,1113.53,1097.82,1045.71,1014.46,967.89,936.00,908.02,887.42,866.53,854.23,837.26,835.96,829.04,827.67,819.68,810.83,808.19,796.64,790.53,770.71,737.79,734.59,732.59,1053.09,1048.39,1014.94,949.61,874.59,791.11,776.36,742.54,696.77,667.13,642.17,609.03,588.94,585.34,581.27,577.80,572.58,569.64,566.78,564.09,562.18,559.39,557.64,557.63,562.44,565.80,559.84,570.63,586.58,567.60,562.14,664.40,620.54,774.41,575.58,557.63,446.44,372.96,362.43,383.07,419.48,430.72,462.31,494.88
11/29/2008,849.49,1078.22,1121.49,1172.39,1163.25,1127.33,1113.31,1062.48,1030.03,980.19,945.92,917.23,895.03,873.08,860.38,843.57,842.16,834.75,832.68,823.17,813.34,809.87,797.62,791.39,771.89,741.02,740.60,742.18,1029.28,1030.81,1010.29,956.21,887.51,807.01,791.49,758.44,712.09,683.05,658.04,624.05,602.91,598.48,593.90,589.94,584.11,580.83,577.79,574.92,572.94,569.85,567.86,567.69,573.27,577.58,571.40,581.60,598.07,578.51,573.69,678.12,635.35,793.08,590.40,572.24,459.63,385.10,374.59,390.78,422.72,431.41,458.20,488.02
11/30/2008,825.09,1058.94,1108.58,1165.80,1161.46,1135.57,1124.24,1079.86,1049.25,999.44,964.76,935.74,911.86,887.64,873.51,855.91,854.03,845.10,843.39,833.38,822.82,819.73,806.77,800.41,780.05,748.41,748.14,749.53,1010.01,1014.65,1001.59,955.26,892.96,816.04,803.15,771.97,728.20,699.57,675.00,640.29,618.43,613.66,608.57,604.06,597.36,593.72,590.30,587.10,584.99,581.69,579.48,578.74,582.67,587.64,581.02,590.67,606.44,591.11,585.71,687.05,654.37,802.56,605.67,586.65,471.75,396.64,385.97,400.02,427.36,433.07,455.30,481.63
12/1/2008,805.64,1040.79,1092.00,1155.55,1154.33,1137.02,1128.81,1092.18,1065.32,1018.24,984.13,954.88,930.90,905.59,889.48,871.47,869.48,860.56,858.32,847.64,836.66,833.21,819.64,812.98,792.06,757.60,755.74,755.60,992.43,999.01,994.03,954.64,895.77,825.77,811.13,782.78,741.58,714.93,690.40,655.44,633.25,628.34,623.40,618.65,611.45,607.48,603.83,600.21,597.89,594.20,591.57,590.14,592.11,596.18,590.63,598.28,612.91,604.60,596.43,700.45,664.74,812.97,618.87,598.54,481.82,406.38,395.36,408.20,432.70,435.58,452.92,476.01
12/2/2008,794.64,1031.31,1090.97,1148.37,1146.15,1134.52,1128.19,1096.44,1071.25,1024.55,990.88,964.62,939.49,912.90,897.84,882.10,879.90,871.00,869.11,859.04,847.38,844.18,829.08,822.02,798.08,768.75,767.63,767.54,985.47,994.43,988.75,946.44,887.61,821.75,813.22,786.42,746.47,719.62,695.68,664.45,645.17,641.03,636.30,631.63,624.56,620.54,616.88,613.11,610.62,606.37,603.33,601.49,603.50,608.41,602.45,611.05,628.14,617.46,610.20,718.94,676.87,836.33,632.83,612.91,495.33,415.98,403.94,416.97,438.61,438.95,452.32,471.40
12/3/2008,770.35,1002.26,1067.78,1131.42,1131.27,1124.52,1120.24,1093.28,1072.10,1032.40,1000.08,970.49,949.39,924.37,908.81,888.02,886.01,878.00,876.30,867.69,858.84,855.80,844.35,839.54,819.42,779.56,776.26,774.70,962.35,973.68,977.98,940.56,881.67,816.73,805.91,782.95,747.78,725.58,704.60,673.70,653.38,649.55,645.92,641.88,635.51,631.97,628.81,625.01,622.51,618.65,615.89,613.62,611.53,611.58,609.70,613.06,623.29,629.32,620.11,718.69,669.91,816.42,636.94,615.06,490.57,422.95,413.13,424.92,444.65,443.17,452.37,467.56
